,pid,guid,creationTime,days,content,nickname,productColor,referenceId,referenceName,referenceTime,score,userClient,userLevelId,userLevelName,userProvince,userRegisterTime,版本,颜色
10,5089225,a281e648-adca-4952-83f1-aefaed041b47,2017-09-23 15:29:09,1,真是好不容易抢的，昨天早上没抢到，就去移动店买的，八点多下的，这边断断续续的点到下午两三点，没抢到，结果五点快六点的时候，随便按了下买到了，真是意外的惊喜，看看移动那里还没发货，果断退了，主要是冲着无线充电去的，今天到了，用着感觉还不错，玻璃质感比金属的摸着舒服多了，整体用着还是挺不错的。,j***惯,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 17:39:15,5,4,105,PLUS会员,,,64gb,金色
11,5089225,4d914163-bbdb-4e3a-abc5-00880ab0101b,2017-09-30 13:04:24,1,我以为会超过22万呢。屏幕有点小。然后新系统很好用。就是这个分数才20万，我觉得有点低呀。1+5手机不就达到185000分了吗？我就觉得吧，虽然他提高挺大的，但是，相比1+5来说，贵了一倍的价格。如果说这个系统没有太大依赖的话，就不太值了。,O***汪,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-29 11:07:38,4,4,62,金牌会员,,,64gb,金色
12,5089225,f861db78-c127-4fbc-80bf-b0cb2fe244fa,2017-09-23 21:55:22,1,1.女票表示手机要戴套才可以，不然容易蛋碎。2.手感一般吧，4年前买了5s，一直用到现在，除了内存不够用，其他还好。3.给后买者的建议：建议买7吧，8确实亮点不多，颜色，建议选择黑色的，金色不像金色，显旧；可能是我以前一直用5s的原因，感觉速度很快，确实比安卓系统好，这点不可替代。4.我是刚需购买，早买早用。,粽***潴,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:54:07,5,2,105,钻石会员,,,64gb,金色
13,5089225,bb47515a-f23e-415e-af9e-09137191aa9f,2017-09-24 05:37:36,2,送给女朋友的，拆来的时候发现表面一层膜很脏，没有之前买手机那么新，可能装包的时候给我弄的，打开看 倒没有什么不同。确实是老样子。拿手机玩一会儿就没新鲜感了，我还是用我的6s把。,粟***功,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:07:23,5,2,105,PLUS会员,,,64gb,金色
14,5089225,ab03afc9-cefa-470e-ba66-06de04d5d2db,2017-09-23 15:32:29,1,昨天第一天就拍到了&hellip;很幸运&hellip;今天一早就有了派件信息&hellip;苦苦等待啊&hellip;看起来还不错&hellip;一会去办卡贴膜去,大***黑,深空灰色,5089241,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:36,5,2,105,PLUS会员,,,256gb,深空灰色
15,5089225,d5b97fe4-76ce-4875-80f1-8657180c6b5d,2017-09-28 23:07:50,4,收到iphone8了，7淘汰给老公了，?京东值得信赖，快递小哥本来第二天送货的，打电话让他晚上送过来的，明天家里没人&hellip;&hellip;8最大的感官区别就是后盖换成玻璃的了，其他没什么感觉，大小和7一样，用同一个手机壳,z***7,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-24 19:54:28,5,2,62,金牌会员,,,64gb,金色
16,5089225,0e4e3817-6e7f-45a0-8db8-dc3b4ab60119,2017-09-24 21:25:05,2,"买给老婆的，5年前和她谈恋爱的时候送过一只iphone5,现在结婚了把5换了用个8，像是回到当年的感觉了。",x***i,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:02:22,5,4,105,钻石会员,,,64gb,金色
17,5089225,2d5377a2-29d7-4df3-98b9-8e814be8d41c,2017-09-22 16:48:47,0,配上我的驭胜s330的无线充电功能，简直碉堡了，买车买驭胜，苏州买驭胜，就来通园路！贺骏汽车666,我***天,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:07,5,4,105,钻石会员,,,64gb,金色
18,5089225,651e0510-86ef-4379-a4be-ac4cb31daa13,2017-09-23 11:21:12,1,还是4.7寸小小的用起来比较舒服，不过看习惯了大屏幕现在有点不习惯了-_-||,天***漫,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:24,5,4,105,钻石会员,,,64gb,金色
19,5089225,655db2c6-6a8e-4947-8a7f-99cf85f6f81e,2017-10-01 09:30:10,2,还可以吧&hellip;但是总感觉屏幕不灵敏&hellip;希望电池没事啊啊啊&hellip;挺好看的颜值！,炸***猪,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-29 12:45:23,5,2,61,银牌会员,,,64gb,金色
20,5089225,f6fc2268-a2f8-4684-9ebb-04fe7a869721,2017-09-24 12:43:43,2,手机不错呀，完美，就是7换8有点亏了,伊***尚,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:28,5,4,105,PLUS会员,,,64gb,金色
21,5089225,2cd5dbd0-eb79-4199-b27c-78a0b99e8b0d,2017-09-22 23:55:45,0,挺好的，背面特别好看，自己喜欢就好！好不好用后面再来评。,w***0,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:15,5,4,62,金牌会员,,,64gb,金色
22,5089225,a6f33ddc-3646-4411-9715-216cdc2c64cd,2017-09-23 00:42:47,1,很不错哈哈哈哈哈 5s用到8一个没断过 开心,陌***心,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:05,5,2,105,钻石会员,,,64gb,金色
23,5089225,5502560b-75db-4552-b7fb-0f5d9b021b84,2017-09-22 21:16:41,0,不错不错，颜值很高，早上下单，晚上就到了！,吃***g,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:21,5,4,61,银牌会员,,,64gb,金色
24,5089225,9c585f2b-1bc2-4fd0-ac62-81875591cbc3,2017-10-26 14:51:15,1,手机收到了，很喜欢，第一次用苹果手机，感觉挺好的，验证了是正品，以后用着有问题再评价吧。,倾***恋,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 09:26:53,5,4,61,银牌会员,,,64gb,金色
25,5089225,abd28965-7fee-493b-97b0-507040c19817,2017-09-23 16:17:52,1,手机可以的，cpu强劲，拍照也不错，感光度比上一代提升明显，手感萌萌哒，喜欢，5000/6000块的手机，国产***老是说花这么多钱买个手机有必要吗？一个手机老是上纲上线，我也是醉了。然后还说出一大堆人生大道理，大的国家，地球。********;,退***元,深空灰色,5089267,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:10,5,2,105,PLUS会员,,,64gb,深空灰色
26,5089225,7b94b333-f0fd-4e11-a867-4689144029b4,2017-09-29 22:16:47,1,京东速度快 苹果8真好看,蛮***好,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-28 10:04:17,5,2,105,PLUS会员,,,64gb,金色
27,5089225,d82b4bb1-2496-4555-9578-30e8e503a394,2017-09-24 22:01:39,2,手机今天上午收到，本来昨天就可以收到的，昨天上午11点40分收信息已到快递哥手上，等到下午16点多还没送来，催单才知道分拨中心发错片区，与快递哥电话联系，他说我住的地方不归他送，已退回了，所以延误了。手机收到后按照步骤进行激活，行里说的序列号应是&ldquo;5码合一&rdquo;(即五个地方的序列号一致)我没有验到，只有包装盒背面和手机系统中两个地方的序列号是一致的，另有一组数码，包装盒、保修卡和手机系统三个地方是一致的，相信京东应该是正品。手机刚到手还没法详评，外观是不错的，只是这个金色没有果6和6s的好看，我不太喜欢。另外外包装比较简单，有两个角明显看出摔过，包括里面的手机盒都有摔过的痕迹，希望京东在这方面改进！快递哥赵先生速度快，服务态度非常好！,z***s,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:06:27,5,4,62,PLUS会员,,,64gb,金色
28,5089225,a564691c-cfdc-4c0f-9b2e-8554c9b9d864,2017-10-07 20:37:14,2,一直挺喜欢苹果的手机  这一部还没开始使用    但是外观挺可以的   祝苹果越来越好~,y***g,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-05 12:39:18,5,2,62,金牌会员,,,64gb,银色
29,5089225,f08dd158-1bea-4513-a252-4ab270642d8c,2017-10-07 01:41:31,1,很不错很满意，机子也没有任何问题！Home键的虚拟触控反馈调教的很好,虚***户,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-06 04:03:18,5,4,62,金牌会员,,,64gb,银色
30,5089225,0975f341-82c7-4b36-92dd-3b07144b5515,2017-09-23 15:17:46,1,快递速度可以  一天就到  用着不错  就是刚打开的时候发现膜上有指纹印  不是很舒服  用用看吧  其他没什么问题,j***w,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:06,5,2,61,银牌会员,,,64gb,银色
31,5089225,2775bcd7-42fc-4a63-bb82-5b7fe4907565,2017-09-22 20:26:42,0,不愧是第一批iPhone 8，送货都那么高大上！哈哈哈！快递小哥西装革履的，大晚上过来送的！谢谢,j***t,深空灰色,5089241,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:32,5,2,105,PLUS会员,,,256gb,深空灰色
32,5089225,1cdf61ea-06fa-4273-93da-ff3d2a366c87,2017-09-27 13:01:23,5,再也不担心不够用了，非常棒的手机，结婚送给媳妇的结婚礼物！之前一直用16G总是不够用！这下不用担心了！,A***8,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 09:02:53,5,4,105,PLUS会员,,,64gb,金色
33,5089225,cb9ab1ff-5b57-4737-a2e6-a777819ec4fb,2017-10-03 18:36:21,1,后盖有缝隙，懒得换了。套壳也看不见。手机完美冷屏。6算是下岗了。没什么惊喜！,J***8,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-02 21:05:56,5,2,62,PLUS会员,,,64gb,银色
34,5089225,9bef64e3-691a-4c47-97db-4f0cce1a96c2,2017-09-22 22:24:17,0,非常不错，上午买的下午到的，后背非常漂亮！！,无***痕,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:05,5,2,105,PLUS会员,,,64gb,金色
35,5089225,31425c19-af14-4e61-bd00-8a431df8cd92,2017-10-02 22:28:18,10,膜和手机壳都弄上了   怎么说呢   东西我很喜欢    说了30号有货   结果到了今天     客服还说没货   也不知道怎么就给我发货了 呵呵    第一款苹果产品是苹果6   用了两年多   所以   那些伪君子的爱国思想   别在我这喷   想喷的都滚远点,a***i,深空灰色,5089267,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 12:32:03,5,2,62,金牌会员,,,64gb,深空灰色
36,5089225,65fad949-afc9-4b46-a713-52ec18c8e401,2017-10-27 17:30:04,2,左边苹果8右边苹果7，感觉自己也成苹果粉了，主要是系统真的好用不卡,健***9,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 19:16:55,5,4,61,银牌会员,,,64gb,金色
37,5089225,12bac844-9e83-4580-8936-ea2ee2e1469a,2017-09-23 21:09:53,1,京东棒棒的，手机我喜欢爱不释手，不知道用的效果怎样，下次在谈论。,j***0,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 19:21:26,5,4,61,银牌会员,,,64gb,金色
38,5089225,8ee7fa9f-e0a2-4639-9957-b6cc0b7c4c2e,2017-09-30 19:34:37,2,不错，反应快，但是连续用过一会就有卡顿现象，今天用了一下午，没啥问题，用着在看，感觉和7确实没啥大的区别，就多了无线充电,四***扣,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-28 01:08:24,5,2,62,金牌会员,,,64gb,金色
39,5089225,87b07c2d-ab4f-4152-b7b1-81a5064fb9c0,2017-09-30 09:33:15,2,系统没问题，还是那么的流畅。但是第一批机子做工还是有待改进，后盖有明显的缝隙，品控没以前好了，处女座的朋友可以等后续批次，免得心理有阴影。,b***3,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-28 22:41:59,5,2,105,钻石会员,,,64gb,银色
40,5089225,b4d8b0b7-87d7-45f2-9d64-4a723b1547fb,2017-09-24 22:54:49,2,整体都还好，就是电量不抗用。充电宝要随身背备着。,b***4,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:03:06,5,4,62,金牌会员,,,64gb,金色
41,5089225,fd181bc2-82e8-47d6-bc53-fe678943ee4b,2017-09-26 13:11:40,4,很漂亮的颜色 昨天刚激活 毛病肯定有的 比如拍照有滋滋的声音 希望后续使用别再出现毛病了 如果再出现毛病 真就是下图表情包了,爵***w,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 20:04:00,5,4,61,银牌会员,,,64gb,金色
42,5089225,cecd97d1-4388-4591-9fb3-19d0e7075d41,2017-09-26 10:10:22,4,等了一段时.，还好抢上了。用了两三天才来评价。5888真心不贵，也就是我两个月的工资。跟家里人说买了手机，还不好意思说买这么贵的，要不然肯定会被打死！然后快递邮回来找了半天也没有找到卡针，忙活半天找朋友找了一个用，然后才注册好。接下来先说一下这个外观，外观一级棒、外貌跟苹果7一摸一样，就是背后一个是镜面玻璃，一个不是。手感贼好。然后讷，配置什么的都不是太懂，所以就不细说了，用着很舒服。哈哈，第一次写这么长的评论，足以看出对这个手机的重视度了，还有一点需要强调，建议用8的都买一个保护套，感觉摔一下的话，背后镜面玻璃直接完蛋了。,j***o,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 20:00:28,5,2,61,银牌会员,,,64gb,金色
43,5089225,c77a07a6-6166-4287-bfb0-0248c15a68c0,2017-10-27 00:03:56,2,我是从5S换的8，感觉就是天壤之别啊，用起很流畅，打游戏也不卡反应很快，玻璃后背手感也很好，唯一觉得就是买手机居然连张保护膜都不贴还要自己买。,路***鉀,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 14:40:31,5,2,62,金牌会员,,,64gb,金色
44,5089225,295e6936-126c-40e0-9ccf-3ac89f43bc06,2017-09-22 17:43:04,0,一直很苦恼给女朋友生日礼物送什么，直到库老板及时推出了8&hellip;拿回去给她自己拆吧，就不晒实物图了。感谢快递大叔，顺便鄙视一下隔壁猫的20天发货,叶***头,深空灰色,5089267,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:09,5,4,105,PLUS会员,,,64gb,深空灰色
45,5089225,947a8540-900d-48d4-84bd-6c4711caaae7,2017-09-23 20:59:17,1,开卖第一天就拿到货了，手机贴膜和保护套都到位了，这下可以好好玩玩了，新款的金色还不错，比以前的好看。以前的6P才16G，实在无法忍受了，终于换一个了。,悄***扬,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 10:46:38,5,4,105,钻石会员,,,64gb,金色
46,5089225,e440a4fc-8902-4d67-bf08-492ecb939bd3,2017-10-15 00:07:05,2,帮朋友买的，开会员用了一百的卷，第一天下单第二天就到了，京东配送就是6。手机看起来感觉还不错，,南***子,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-13 15:01:17,5,4,62,PLUS会员,,,64gb,金色
47,5089225,f9c4c929-4fc4-466e-bcac-c7bfc2676a6b,2017-09-24 11:44:56,2,再次在京东下单，值得信赖，物流给力，下午下单，隔天中午到，好评。,j***u,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 15:34:56,5,2,62,PLUS会员,,,64gb,金色
48,5089225,6ce7faee-00c9-456a-b4bc-5bbd4faa5405,2017-09-26 21:52:53,1,可以手机今天收到了，物流还可以吧！一直信赖京东商城！一直在京东买东西！还没有拍下的亲们赶紧的哦，早买早用啦！????,-不忘-初心--,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-25 07:19:11,5,4,62,金牌会员,,,64gb,金色
49,5089225,54d1ce24-ae7b-4416-98de-ebad19d45abe,2017-09-25 15:38:22,0,相信京东快递给力，所以选择在京东买苹果手机,z***o,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-25 06:21:54,5,4,105,PLUS会员,,,64gb,金色
50,5089225,734a00c9-b2fb-4600-8d24-8f6971263930,2017-10-01 23:58:35,0,物流挺快就是配送员派单太慢，果8刚开箱，还未激活使用，大晚上就不搞它了！明天才慢慢去研究一下！期望没什么大问题&hellip;&hellip;,烟草的残香,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-01 06:45:17,5,4,62,金牌会员,,,64gb,金色
51,5089225,80e65b47-98fc-4fd9-8309-44ce745d7d9c,2017-10-27 19:34:14,2,感觉质感还是不错的，就是买了就给降价了，你也太快了点吧！心里什么感觉你知道吗！！！,饭***饭,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 08:34:30,5,4,105,PLUS会员,,,64gb,金色
52,5089225,80a55e9f-9a78-4ab1-9955-f545d131ec86,2017-09-28 20:41:33,1,夜晚拍的旧手机像素不好，虽然第一次买苹果手机，但是感觉用的好棒，物流也快,刘***2,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-27 12:39:59,5,4,61,银牌会员,,,64gb,金色
53,5089225,89eaf68a-4dc7-495f-a197-366683eb9568,2017-09-26 09:21:06,4,快递实在是快，早上抢到，下午就送到了，不过机子吧，没有什么惊喜，带了壳跟7一样！除非不带手机壳！,M***飞,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:08,5,2,105,钻石会员,,,64gb,金色
54,5089225,88a485e2-5654-4423-abb8-30651adb8902,2017-10-26 18:43:06,1,京东正品 值得信赖  二话不多说 老司机懂得  上车?????,j***P,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 19:29:17,5,2,105,PLUS会员,,,64gb,金色
55,5089225,4e5b9ff4-a5db-483d-bca0-5eb780b36e55,2017-09-25 20:23:01,1,漂亮。快递很快，给力。晚上下单，第二天早晨就到了。?,像***独,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-24 18:53:53,5,4,62,PLUS会员,,,64gb,金色
56,5089225,3fd89c79-0b7f-4dd1-9f7e-6f95eb4fa075,2017-10-21 08:46:56,1,很行吧，就是背面缝隙有点儿大。,有***瑒,深空灰色,5089267,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-20 15:03:01,5,4,62,金牌会员,,,64gb,深空灰色
57,5089225,fe995eda-1780-4ed8-9cf7-09319efcedf1,2017-09-30 12:32:24,8,还好吧  就是用久了plus这个就觉得很小,勤包子呀,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:25,5,2,61,银牌会员,,,64gb,金色
58,5089225,49743dd3-263c-47cb-87f2-2ca74ed1e3f3,2017-09-26 09:39:43,2,感觉特棒从安卓转IOS还在适应中,j***r,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-24 18:36:33,5,4,105,钻石会员,,,64gb,金色
59,5089225,a3633b74-3b29-43a4-80c4-682fb231179b,2017-09-30 18:43:36,1,收到了，感觉挺好，我很喜欢，好久没用苹果系统的了，上手有点慢，哈哈哈，慢慢熟悉了！,冰***点,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-29 13:06:16,5,4,62,金牌会员,,,64gb,金色
60,5089225,aef6d7a5-81de-423c-8703-15b520ad2eb1,2017-09-26 09:23:50,2,这个颜色很漂亮手感很好,s***m,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-24 16:53:47,5,2,105,PLUS会员,,,64gb,金色
61,5089225,ae59dd89-825c-4575-b257-ad4bb4c71f4b,2017-10-27 20:19:45,0,还可以吧 收到了 是全新正品国行  以后还会再来的    一如既往支持京东,简***j,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-27 09:51:35,5,2,61,银牌会员,,,64gb,金色
62,5089225,2e82fbe6-aff3-47fd-b0e8-f44f20774105,2017-09-28 14:55:34,3,还不错！后续再追加评论吧！,锄禾oba,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-25 10:05:45,5,2,62,金牌会员,,,64gb,金色
63,5089225,948ed9e8-5b82-4c6c-8067-bf33d46bfb17,2017-09-22 18:39:58,0,不错不错，有了4的双面玻璃感觉了，,梦***尘,银色,5089269,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:01:13,5,2,62,金牌会员,,,64gb,银色
64,5089225,8dcd86b5-fe97-480d-9c91-a31494eaaacc,2017-09-26 10:29:57,1,还没有拆封呢，国会拆开再补发照片,1***q,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-25 10:53:19,5,2,105,钻石会员,,,64gb,金色
65,5089225,848509fa-767a-4e1b-a75d-ef09ee1decde,2017-10-26 12:53:37,1,我买的8跑分就205835，别人的怎么又21万的，凭什么啊,j***c,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-10-25 10:02:04,5,4,61,银牌会员,,,64gb,金色
66,5089225,e17129a1-2955-45ba-8b0d-06952a37b717,2017-10-23 09:23:24,31,质量没的说，京东发票，正品，就是降价太快了，刚刚一个月就掉了600块,狂***云,金色,5089225,Apple iPhone 8 (A1863) 64GB 金色 移动联通电信4G手机,2017-09-22 08:02:11,5,4,62,金牌会员,,,64gb,金色
